Year,Product Name,Product Category,City,State,Returns,Quantity,Price,Gross Sales,Date
2022,Precision Eyeliner,Eyes,Philadelphia,PA,8,138,10," 1,380.00 ",12/1/2022
2022,Velvet Eyeshadow Palette,Eyes,San Diego,CA,4,120,20," 2,400.00 ",10/1/2022
2022,Lip Liner Cream Pencil,Lips,San Francisco,CA,1,123,10," 1,230.00 ",3/1/2022
2021,Glossy Lip Stain,Lips,San Diego,CA,9,97,8, 776.00 ,10/1/2021
2024,Glossy Lip Stain,Lips,New York,NY,8,100,8, 800.00 ,12/1/2024
2022,Flawless Foundation,Face,Washington D.C.,DC,12,88,40," 3,520.00 ",8/1/2022
2023,Illuminating Highlighter,Face,San Francisco,CA,17,89,25," 2,225.00 ",4/1/2023
2022,Lip Liner Cream Pencil,Lips,Philadelphia,PA,18,57,10, 570.00 ,10/1/2022
2024,Radiant Concealer,Face,Dallas,TX,2,179,30," 5,370.00 ",5/1/2024
2024,Precision Eyeliner,Eyes,Dallas,TX,12,50,10, 500.00 ,7/1/2024
2022,Flawless Foundation,Face,Houston,TX,4,111,40," 4,440.00 ",7/1/2022
2024,Velvet Eyeshadow Palette,Eyes,Phoenix,AZ,16,74,20," 1,480.00 ",5/1/2024
2024,Matte Liquid Lipstick,Lips,Philadelphia,PA,13,98,12," 1,176.00 ",5/1/2024
2024,Glossy Lip Stain,Lips,Boston,MA,17,182,8," 1,456.00 ",3/1/2024
2022,Precision Eyeliner,Eyes,New York,NY,1,134,10," 1,340.00 ",7/1/2022
2022,Illuminating Highlighter,Face,New York,NY,4,146,25," 3,650.00 ",8/1/2022
2022,Glossy Lip Stain,Lips,New York,NY,18,84,8, 672.00 ,1/1/2022
2021,Radiant Concealer,Face,Las Vegas,NV,8,98,30," 2,940.00 ",10/1/2021
2024,Precision Eyeliner,Eyes,Houston,TX,11,149,10," 1,490.00 ",1/1/2024
2024,Matte Liquid Lipstick,Lips,Dallas,TX,3,82,12, 984.00 ,4/1/2024
2024,Matte Liquid Lipstick,Lips,San Diego,CA,6,173,12," 2,076.00 ",7/1/2024
2024,Matte Liquid Lipstick,Lips,San Francisco,CA,10,57,12, 684.00 ,10/1/2024
2024,Cream Blush,Face,Chicago,IL,18,107,25," 2,675.00 ",9/1/2024
2022,Flawless Foundation,Face,Detroit,MI,17,194,40," 7,760.00 ",3/1/2022
2024,Velvet Eyeshadow Palette,Eyes,New York,NY,14,98,20," 1,960.00 ",5/1/2024
2022,Cream Blush,Face,Houston,TX,3,196,25," 4,900.00 ",3/1/2022
2023,Glossy Lip Stain,Lips,Detroit,MI,5,182,8," 1,456.00 ",9/1/2023
2024,Flawless Foundation,Face,Philadelphia,PA,19,179,40," 7,160.00 ",9/1/2024
2023,Matte Liquid Lipstick,Lips,Detroit,MI,19,168,12," 2,016.00 ",11/1/2023
2023,Flawless Foundation,Face,San Francisco,CA,4,176,40," 7,040.00 ",6/1/2023
2023,Radiant Concealer,Face,Las Vegas,NV,1,170,30," 5,100.00 ",6/1/2023
2021,Matte Liquid Lipstick,Lips,San Francisco,CA,12,51,12, 612.00 ,11/1/2021
2022,Matte Liquid Lipstick,Lips,Washington D.C.,DC,9,72,12, 864.00 ,7/1/2022
2023,Precision Eyeliner,Eyes,Detroit,MI,13,105,10," 1,050.00 ",5/1/2023
2021,Glossy Lip Stain,Lips,Washington D.C.,DC,18,47,8, 376.00 ,1/1/2021
2021,Lip Liner Cream Pencil,Lips,Detroit,MI,13,56,10, 560.00 ,12/1/2021
2021,Glossy Lip Stain,Lips,Atlanta,GA,9,199,8," 1,592.00 ",2/1/2021
2021,Precision Eyeliner,Eyes,Philadelphia,PA,17,55,10, 550.00 ,5/1/2021
2023,Matte Liquid Lipstick,Lips,Phoenix,AZ,9,194,12," 2,328.00 ",1/1/2023
2021,Flawless Foundation,Face,Phoenix,AZ,4,82,40," 3,280.00 ",9/1/2021
2023,Radiant Concealer,Face,Atlanta,GA,12,56,30," 1,680.00 ",9/1/2023
2022,Radiant Concealer,Face,Los Angeles,CA,10,130,30," 3,900.00 ",11/1/2022
2022,Glossy Lip Stain,Lips,Chicago,IL,17,105,8, 840.00 ,8/1/2022
2022,Radiant Concealer,Face,Los Angeles,CA,19,181,30," 5,430.00 ",1/1/2022
2022,Luxe Mascara,Eyes,New York,NY,14,154,15," 2,310.00 ",4/1/2022
2021,Glossy Lip Stain,Lips,Las Vegas,NV,11,111,8, 888.00 ,2/1/2021
2024,Velvet Eyeshadow Palette,Eyes,Chicago,IL,11,161,20," 3,220.00 ",10/1/2024
2022,Precision Eyeliner,Eyes,Las Vegas,NV,16,103,10," 1,030.00 ",7/1/2022
2022,Luxe Mascara,Eyes,Chicago,IL,14,133,15," 1,995.00 ",11/1/2022
2021,Cream Blush,Face,Chicago,IL,2,127,25," 3,175.00 ",4/1/2021
2024,Lip Liner Cream Pencil,Lips,Phoenix,AZ,10,104,10," 1,040.00 ",2/1/2024
2023,Radiant Concealer,Face,Houston,TX,2,51,30," 1,530.00 ",12/1/2023
2024,Illuminating Highlighter,Face,San Francisco,CA,1,190,25," 4,750.00 ",4/1/2024
2021,Luxe Mascara,Eyes,San Francisco,CA,19,55,15, 825.00 ,1/1/2021
2022,Radiant Concealer,Face,Houston,TX,2,141,30," 4,230.00 ",8/1/2022
2023,Luxe Mascara,Eyes,Detroit,MI,7,150,15," 2,250.00 ",11/1/2023
2021,Illuminating Highlighter,Face,Los Angeles,CA,2,59,25," 1,475.00 ",8/1/2021
2023,Illuminating Highlighter,Face,Houston,TX,3,42,25," 1,050.00 ",2/1/2023
2021,Glossy Lip Stain,Lips,Miami,FL,11,124,8, 992.00 ,7/1/2021
2021,Flawless Foundation,Face,Chicago,IL,18,62,40," 2,480.00 ",3/1/2021
2021,Glossy Lip Stain,Lips,Houston,TX,5,156,8," 1,248.00 ",1/1/2021
2021,Cream Blush,Face,San Francisco,CA,1,189,25," 4,725.00 ",11/1/2021
2022,Lip Liner Cream Pencil,Lips,Los Angeles,CA,9,88,10, 880.00 ,5/1/2022
2021,Glossy Lip Stain,Lips,New York,NY,12,60,8, 480.00 ,2/1/2021
2024,Cream Blush,Face,Miami,FL,5,105,25," 2,625.00 ",11/1/2024
2021,Flawless Foundation,Face,Washington D.C.,DC,13,122,40," 4,880.00 ",12/1/2021
2021,Velvet Eyeshadow Palette,Eyes,Philadelphia,PA,11,134,20," 2,680.00 ",11/1/2021
2022,Velvet Eyeshadow Palette,Eyes,Houston,TX,17,103,20," 2,060.00 ",10/1/2022
2023,Cream Blush,Face,Chicago,IL,15,94,25," 2,350.00 ",12/1/2023
2023,Radiant Concealer,Face,Dallas,TX,9,73,30," 2,190.00 ",11/1/2023
2024,Illuminating Highlighter,Face,Los Angeles,CA,14,164,25," 4,100.00 ",9/1/2024
2022,Matte Liquid Lipstick,Lips,Chicago,IL,5,198,12," 2,376.00 ",6/1/2022
2021,Glossy Lip Stain,Lips,Detroit,MI,19,58,8, 464.00 ,11/1/2021
2021,Cream Blush,Face,Phoenix,AZ,10,124,25," 3,100.00 ",4/1/2021
2024,Matte Liquid Lipstick,Lips,San Francisco,CA,11,49,12, 588.00 ,2/1/2024
2024,Lip Liner Cream Pencil,Lips,Houston,TX,7,74,10, 740.00 ,10/1/2024
2021,Precision Eyeliner,Eyes,Miami,FL,7,100,10," 1,000.00 ",2/1/2021
2021,Luxe Mascara,Eyes,Philadelphia,PA,1,145,15," 2,175.00 ",12/1/2021
2022,Luxe Mascara,Eyes,Chicago,IL,4,153,15," 2,295.00 ",11/1/2022
2021,Glossy Lip Stain,Lips,Las Vegas,NV,14,197,8," 1,576.00 ",2/1/2021
2023,Glossy Lip Stain,Lips,Phoenix,AZ,15,132,8," 1,056.00 ",4/1/2023
2022,Glossy Lip Stain,Lips,New York,NY,7,155,8," 1,240.00 ",4/1/2022
2022,Flawless Foundation,Face,Philadelphia,PA,2,115,40," 4,600.00 ",11/1/2022
2021,Precision Eyeliner,Eyes,Washington D.C.,DC,17,160,10," 1,600.00 ",10/1/2021
2023,Lip Liner Cream Pencil,Lips,Miami,FL,3,57,10, 570.00 ,12/1/2023
2023,Matte Liquid Lipstick,Lips,Phoenix,AZ,15,84,12," 1,008.00 ",3/1/2023
2023,Velvet Eyeshadow Palette,Eyes,Boston,MA,3,74,20," 1,480.00 ",12/1/2023
2024,Luxe Mascara,Eyes,San Diego,CA,1,74,15," 1,110.00 ",1/1/2024
2021,Precision Eyeliner,Eyes,Miami,FL,15,88,10, 880.00 ,7/1/2021
2023,Precision Eyeliner,Eyes,New York,NY,14,66,10, 660.00 ,6/1/2023
2024,Precision Eyeliner,Eyes,Phoenix,AZ,3,63,10, 630.00 ,11/1/2024
2024,Illuminating Highlighter,Face,San Diego,CA,15,127,25," 3,175.00 ",1/1/2024
2024,Radiant Concealer,Face,Miami,FL,2,103,30," 3,090.00 ",6/1/2024
2024,Matte Liquid Lipstick,Lips,Washington D.C.,DC,6,59,12, 708.00 ,3/1/2024
2024,Lip Liner Cream Pencil,Lips,Phoenix,AZ,17,185,10," 1,850.00 ",8/1/2024
2021,Luxe Mascara,Eyes,Chicago,IL,11,48,15, 720.00 ,2/1/2021
2021,Cream Blush,Face,Houston,TX,8,50,25," 1,250.00 ",9/1/2021
2022,Matte Liquid Lipstick,Lips,Dallas,TX,5,129,12," 1,548.00 ",6/1/2022
2024,Velvet Eyeshadow Palette,Eyes,San Diego,CA,7,55,20," 1,100.00 ",12/1/2024
2024,Velvet Eyeshadow Palette,Eyes,Boston,MA,1,170,20," 3,400.00 ",1/1/2024
2023,Illuminating Highlighter,Face,Atlanta,GA,4,168,25," 4,200.00 ",7/1/2023
2022,Flawless Foundation,Face,Los Angeles,CA,16,159,40," 6,360.00 ",8/1/2022
2024,Lip Liner Cream Pencil,Lips,San Diego,CA,16,176,10," 1,760.00 ",1/1/2024
2021,Precision Eyeliner,Eyes,Washington D.C.,DC,11,86,10, 860.00 ,6/1/2021
2021,Precision Eyeliner,Eyes,Detroit,MI,8,148,10," 1,480.00 ",12/1/2021
2024,Cream Blush,Face,Dallas,TX,17,98,25," 2,450.00 ",10/1/2024
2023,Glossy Lip Stain,Lips,Atlanta,GA,11,103,8, 824.00 ,2/1/2023
2022,Velvet Eyeshadow Palette,Eyes,San Diego,CA,9,185,20," 3,700.00 ",12/1/2022
2022,Precision Eyeliner,Eyes,San Francisco,CA,9,120,10," 1,200.00 ",10/1/2022
2023,Cream Blush,Face,Philadelphia,PA,13,45,25," 1,125.00 ",9/1/2023
2022,Cream Blush,Face,Dallas,TX,10,120,25," 3,000.00 ",7/1/2022
2022,Velvet Eyeshadow Palette,Eyes,Houston,TX,8,138,20," 2,760.00 ",4/1/2022
2023,Velvet Eyeshadow Palette,Eyes,San Diego,CA,3,157,20," 3,140.00 ",9/1/2023
2024,Matte Liquid Lipstick,Lips,Phoenix,AZ,16,178,12," 2,136.00 ",2/1/2024
2024,Glossy Lip Stain,Lips,Phoenix,AZ,6,194,8," 1,552.00 ",5/1/2024
2021,Matte Liquid Lipstick,Lips,Philadelphia,PA,15,73,12, 876.00 ,3/1/2021
2021,Cream Blush,Face,San Diego,CA,15,130,25," 3,250.00 ",3/1/2021
2024,Lip Liner Cream Pencil,Lips,Philadelphia,PA,4,55,10, 550.00 ,8/1/2024
2022,Glossy Lip Stain,Lips,New York,NY,17,188,8," 1,504.00 ",12/1/2022
2021,Lip Liner Cream Pencil,Lips,Los Angeles,CA,17,54,10, 540.00 ,1/1/2021
2024,Illuminating Highlighter,Face,Houston,TX,1,114,25," 2,850.00 ",7/1/2024
2022,Velvet Eyeshadow Palette,Eyes,Detroit,MI,19,114,20," 2,280.00 ",9/1/2022
2023,Flawless Foundation,Face,Los Angeles,CA,5,196,40," 7,840.00 ",3/1/2023
2022,Precision Eyeliner,Eyes,San Francisco,CA,5,57,10, 570.00 ,8/1/2022
2024,Lip Liner Cream Pencil,Lips,Detroit,MI,18,90,10, 900.00 ,3/1/2024
2022,Flawless Foundation,Face,Houston,TX,11,108,40," 4,320.00 ",9/1/2022
2022,Radiant Concealer,Face,Phoenix,AZ,6,154,30," 4,620.00 ",11/1/2022
2023,Cream Blush,Face,New York,NY,12,88,25," 2,200.00 ",11/1/2023
2024,Lip Liner Cream Pencil,Lips,New York,NY,19,192,10," 1,920.00 ",11/1/2024
2022,Flawless Foundation,Face,Philadelphia,PA,6,190,40," 7,600.00 ",7/1/2022
2021,Lip Liner Cream Pencil,Lips,Los Angeles,CA,11,40,10, 400.00 ,3/1/2021
2021,Flawless Foundation,Face,San Francisco,CA,7,79,40," 3,160.00 ",6/1/2021
2023,Flawless Foundation,Face,Los Angeles,CA,16,147,40," 5,880.00 ",4/1/2023
2024,Radiant Concealer,Face,Dallas,TX,8,154,30," 4,620.00 ",9/1/2024
2024,Illuminating Highlighter,Face,Phoenix,AZ,8,92,25," 2,300.00 ",12/1/2024
2022,Lip Liner Cream Pencil,Lips,Dallas,TX,14,77,10, 770.00 ,4/1/2022
2023,Matte Liquid Lipstick,Lips,Phoenix,AZ,12,181,12," 2,172.00 ",1/1/2023
2023,Precision Eyeliner,Eyes,Boston,MA,13,94,10, 940.00 ,8/1/2023
2024,Precision Eyeliner,Eyes,Las Vegas,NV,11,176,10," 1,760.00 ",1/1/2024
2024,Luxe Mascara,Eyes,Phoenix,AZ,4,55,15, 825.00 ,8/1/2024
2024,Radiant Concealer,Face,Dallas,TX,15,54,30," 1,620.00 ",11/1/2024
2021,Flawless Foundation,Face,Boston,MA,15,43,40," 1,720.00 ",1/1/2021
2021,Cream Blush,Face,Detroit,MI,4,94,25," 2,350.00 ",7/1/2021
2023,Radiant Concealer,Face,San Francisco,CA,1,198,30," 5,940.00 ",12/1/2023
2024,Matte Liquid Lipstick,Lips,Phoenix,AZ,16,139,12," 1,668.00 ",8/1/2024
2021,Precision Eyeliner,Eyes,Philadelphia,PA,9,183,10," 1,830.00 ",7/1/2021
2024,Velvet Eyeshadow Palette,Eyes,Atlanta,GA,5,52,20," 1,040.00 ",3/1/2024
2022,Matte Liquid Lipstick,Lips,Detroit,MI,4,105,12," 1,260.00 ",2/1/2022
2024,Cream Blush,Face,Phoenix,AZ,7,172,25," 4,300.00 ",8/1/2024
2021,Radiant Concealer,Face,Philadelphia,PA,10,87,30," 2,610.00 ",10/1/2021
2022,Luxe Mascara,Eyes,Houston,TX,16,62,15, 930.00 ,1/1/2022
2022,Radiant Concealer,Face,Chicago,IL,12,176,30," 5,280.00 ",3/1/2022
2021,Glossy Lip Stain,Lips,Washington D.C.,DC,2,83,8, 664.00 ,2/1/2021
2021,Lip Liner Cream Pencil,Lips,Philadelphia,PA,9,168,10," 1,680.00 ",6/1/2021
2021,Flawless Foundation,Face,Atlanta,GA,13,77,40," 3,080.00 ",4/1/2021
2021,Matte Liquid Lipstick,Lips,Dallas,TX,9,50,12, 600.00 ,8/1/2021
2021,Velvet Eyeshadow Palette,Eyes,Los Angeles,CA,3,81,20," 1,620.00 ",1/1/2021
2023,Luxe Mascara,Eyes,Philadelphia,PA,14,131,15," 1,965.00 ",10/1/2023
2022,Matte Liquid Lipstick,Lips,Atlanta,GA,1,159,12," 1,908.00 ",12/1/2022
2022,Illuminating Highlighter,Face,Houston,TX,9,118,25," 2,950.00 ",1/1/2022
2021,Cream Blush,Face,Washington D.C.,DC,2,166,25," 4,150.00 ",7/1/2021
2023,Radiant Concealer,Face,Phoenix,AZ,9,142,30," 4,260.00 ",11/1/2023
2024,Radiant Concealer,Face,Phoenix,AZ,5,147,30," 4,410.00 ",1/1/2024
2023,Velvet Eyeshadow Palette,Eyes,Boston,MA,12,120,20," 2,400.00 ",7/1/2023
2024,Velvet Eyeshadow Palette,Eyes,Washington D.C.,DC,14,190,20," 3,800.00 ",9/1/2024
2021,Precision Eyeliner,Eyes,New York,NY,2,98,10, 980.00 ,4/1/2021
2023,Cream Blush,Face,Washington D.C.,DC,6,96,25," 2,400.00 ",6/1/2023
2024,Velvet Eyeshadow Palette,Eyes,New York,NY,14,54,20," 1,080.00 ",2/1/2024
2022,Cream Blush,Face,Houston,TX,12,158,25," 3,950.00 ",9/1/2022
2024,Cream Blush,Face,Washington D.C.,DC,4,87,25," 2,175.00 ",6/1/2024
2023,Matte Liquid Lipstick,Lips,Las Vegas,NV,7,65,12, 780.00 ,9/1/2023
2021,Glossy Lip Stain,Lips,Detroit,MI,10,81,8, 648.00 ,6/1/2021
2023,Illuminating Highlighter,Face,Phoenix,AZ,7,79,25," 1,975.00 ",8/1/2023
2022,Precision Eyeliner,Eyes,Washington D.C.,DC,17,66,10, 660.00 ,6/1/2022
2021,Illuminating Highlighter,Face,Dallas,TX,10,138,25," 3,450.00 ",3/1/2021
2022,Illuminating Highlighter,Face,Chicago,IL,2,157,25," 3,925.00 ",7/1/2022
2023,Matte Liquid Lipstick,Lips,Detroit,MI,10,44,12, 528.00 ,4/1/2023
2024,Velvet Eyeshadow Palette,Eyes,Chicago,IL,16,199,20," 3,980.00 ",7/1/2024
2022,Flawless Foundation,Face,San Francisco,CA,8,41,40," 1,640.00 ",12/1/2022
2024,Radiant Concealer,Face,Atlanta,GA,10,178,30," 5,340.00 ",2/1/2024
2023,Lip Liner Cream Pencil,Lips,Phoenix,AZ,13,146,10," 1,460.00 ",1/1/2023
2024,Flawless Foundation,Face,San Francisco,CA,8,124,40," 4,960.00 ",5/1/2024
2024,Cream Blush,Face,Atlanta,GA,4,173,25," 4,325.00 ",4/1/2024
2022,Glossy Lip Stain,Lips,New York,NY,1,100,8, 800.00 ,7/1/2022
2021,Illuminating Highlighter,Face,San Francisco,CA,8,96,25," 2,400.00 ",8/1/2021
2024,Radiant Concealer,Face,Philadelphia,PA,4,110,30," 3,300.00 ",12/1/2024
2023,Illuminating Highlighter,Face,Detroit,MI,7,141,25," 3,525.00 ",3/1/2023
2022,Precision Eyeliner,Eyes,Las Vegas,NV,18,130,10," 1,300.00 ",12/1/2022
2024,Luxe Mascara,Eyes,Chicago,IL,14,113,15," 1,695.00 ",4/1/2024
2021,Lip Liner Cream Pencil,Lips,Boston,MA,7,178,10," 1,780.00 ",3/1/2021
2024,Illuminating Highlighter,Face,Dallas,TX,2,53,25," 1,325.00 ",12/1/2024
2022,Luxe Mascara,Eyes,New York,NY,19,85,15," 1,275.00 ",5/1/2022
2024,Velvet Eyeshadow Palette,Eyes,Washington D.C.,DC,7,135,20," 2,700.00 ",9/1/2024
2023,Lip Liner Cream Pencil,Lips,Houston,TX,9,175,10," 1,750.00 ",4/1/2023
2024,Flawless Foundation,Face,New York,NY,2,196,40," 7,840.00 ",8/1/2024
2021,Glossy Lip Stain,Lips,Philadelphia,PA,13,161,8," 1,288.00 ",2/1/2021
2024,Matte Liquid Lipstick,Lips,Miami,FL,13,136,12," 1,632.00 ",2/1/2024
2024,Flawless Foundation,Face,Houston,TX,14,58,40," 2,320.00 ",11/1/2024
2022,Cream Blush,Face,Los Angeles,CA,10,148,25," 3,700.00 ",8/1/2022
2024,Radiant Concealer,Face,Boston,MA,1,105,30," 3,150.00 ",8/1/2024
2022,Lip Liner Cream Pencil,Lips,Phoenix,AZ,19,154,10," 1,540.00 ",5/1/2022
2021,Illuminating Highlighter,Face,Detroit,MI,19,69,25," 1,725.00 ",2/1/2021
2024,Illuminating Highlighter,Face,San Diego,CA,1,145,25," 3,625.00 ",3/1/2024
2024,Radiant Concealer,Face,Boston,MA,12,105,30," 3,150.00 ",5/1/2024
2021,Velvet Eyeshadow Palette,Eyes,Houston,TX,8,119,20," 2,380.00 ",3/1/2021
2022,Radiant Concealer,Face,Chicago,IL,13,77,30," 2,310.00 ",4/1/2022
2023,Matte Liquid Lipstick,Lips,Washington D.C.,DC,2,52,12, 624.00 ,1/1/2023
2023,Lip Liner Cream Pencil,Lips,Boston,MA,6,93,10, 930.00 ,4/1/2023
2021,Glossy Lip Stain,Lips,Washington D.C.,DC,7,88,8, 704.00 ,3/1/2021
2021,Precision Eyeliner,Eyes,New York,NY,13,150,10," 1,500.00 ",2/1/2021
2023,Glossy Lip Stain,Lips,San Francisco,CA,2,163,8," 1,304.00 ",7/1/2023
2024,Precision Eyeliner,Eyes,Los Angeles,CA,13,139,10," 1,390.00 ",5/1/2024
2024,Radiant Concealer,Face,Houston,TX,4,198,30," 5,940.00 ",11/1/2024
2022,Precision Eyeliner,Eyes,Dallas,TX,8,130,10," 1,300.00 ",2/1/2022
2023,Velvet Eyeshadow Palette,Eyes,Washington D.C.,DC,3,177,20," 3,540.00 ",6/1/2023
2024,Velvet Eyeshadow Palette,Eyes,Los Angeles,CA,12,46,20, 920.00 ,8/1/2024
2021,Matte Liquid Lipstick,Lips,Atlanta,GA,19,88,12," 1,056.00 ",8/1/2021
2023,Velvet Eyeshadow Palette,Eyes,Chicago,IL,1,126,20," 2,520.00 ",11/1/2023
2023,Velvet Eyeshadow Palette,Eyes,Los Angeles,CA,4,143,20," 2,860.00 ",10/1/2023
2024,Lip Liner Cream Pencil,Lips,Las Vegas,NV,12,194,10," 1,940.00 ",10/1/2024
2024,Luxe Mascara,Eyes,Philadelphia,PA,19,83,15," 1,245.00 ",1/1/2024
2021,Flawless Foundation,Face,Boston,MA,19,130,40," 5,200.00 ",4/1/2021
2023,Lip Liner Cream Pencil,Lips,Las Vegas,NV,11,195,10," 1,950.00 ",3/1/2023
2022,Velvet Eyeshadow Palette,Eyes,Los Angeles,CA,18,165,20," 3,300.00 ",10/1/2022
2024,Matte Liquid Lipstick,Lips,Los Angeles,CA,19,113,12," 1,356.00 ",12/1/2024
2024,Precision Eyeliner,Eyes,Chicago,IL,7,199,10," 1,990.00 ",9/1/2024
2023,Glossy Lip Stain,Lips,Atlanta,GA,6,174,8," 1,392.00 ",12/1/2023
2023,Flawless Foundation,Face,San Francisco,CA,10,110,40," 4,400.00 ",1/1/2023
2021,Flawless Foundation,Face,Dallas,TX,17,83,40," 3,320.00 ",1/1/2021
2022,Matte Liquid Lipstick,Lips,Boston,MA,11,125,12," 1,500.00 ",1/1/2022
2024,Flawless Foundation,Face,Atlanta,GA,13,193,40," 7,720.00 ",11/1/2024
2023,Precision Eyeliner,Eyes,Miami,FL,3,82,10, 820.00 ,9/1/2023
2023,Precision Eyeliner,Eyes,San Francisco,CA,16,89,10, 890.00 ,4/1/2023
2023,Matte Liquid Lipstick,Lips,Philadelphia,PA,14,165,12," 1,980.00 ",9/1/2023
2023,Glossy Lip Stain,Lips,New York,NY,8,125,8," 1,000.00 ",1/1/2023
2023,Lip Liner Cream Pencil,Lips,Houston,TX,9,52,10, 520.00 ,9/1/2023
2021,Lip Liner Cream Pencil,Lips,Dallas,TX,9,133,10," 1,330.00 ",3/1/2021
2022,Lip Liner Cream Pencil,Lips,Los Angeles,CA,1,163,10," 1,630.00 ",11/1/2022
2022,Matte Liquid Lipstick,Lips,Miami,FL,14,153,12," 1,836.00 ",8/1/2022
2022,Lip Liner Cream Pencil,Lips,Detroit,MI,15,138,10," 1,380.00 ",6/1/2022
2021,Radiant Concealer,Face,Los Angeles,CA,19,152,30," 4,560.00 ",11/1/2021
2022,Flawless Foundation,Face,New York,NY,13,46,40," 1,840.00 ",11/1/2022
2024,Illuminating Highlighter,Face,Philadelphia,PA,13,82,25," 2,050.00 ",4/1/2024
2022,Glossy Lip Stain,Lips,Washington D.C.,DC,17,63,8, 504.00 ,9/1/2022
2023,Illuminating Highlighter,Face,Boston,MA,13,114,25," 2,850.00 ",5/1/2023
2023,Velvet Eyeshadow Palette,Eyes,Detroit,MI,2,175,20," 3,500.00 ",9/1/2023
2022,Cream Blush,Face,Phoenix,AZ,12,83,25," 2,075.00 ",8/1/2022
2024,Cream Blush,Face,Boston,MA,13,136,25," 3,400.00 ",5/1/2024
2023,Flawless Foundation,Face,Boston,MA,8,45,40," 1,800.00 ",8/1/2023
2023,Luxe Mascara,Eyes,Dallas,TX,16,165,15," 2,475.00 ",3/1/2023
