Year,Product Name,Product Category,City,State,Returns,Quantity,Price,Gross Sales,Date
2023,Glossy Lip Stain,Lips,Detroit,MI,17,84,8, 672.00 ,4/1/2023
2024,Cream Blush,Face,Washington D.C.,DC,18,173,25," 4,325.00 ",6/1/2024
2023,Lip Liner Cream Pencil,Lips,Dallas,TX,1,148,10," 1,480.00 ",6/1/2023
2022,Precision Eyeliner,Eyes,Detroit,MI,8,190,10," 1,900.00 ",6/1/2022
2022,Radiant Concealer,Face,San Francisco,CA,1,193,30," 5,790.00 ",2/1/2022
2022,Precision Eyeliner,Eyes,Washington D.C.,DC,8,154,10," 1,540.00 ",11/1/2022
2024,Matte Liquid Lipstick,Lips,Las Vegas,NV,17,60,12, 720.00 ,6/1/2024
2024,Radiant Concealer,Face,Washington D.C.,DC,1,153,30," 4,590.00 ",6/1/2024
2021,Radiant Concealer,Face,Las Vegas,NV,6,98,30," 2,940.00 ",10/1/2021
2022,Flawless Foundation,Face,Chicago,IL,3,53,40," 2,120.00 ",4/1/2022
2024,Flawless Foundation,Face,New York,NY,10,61,40," 2,440.00 ",9/1/2024
2024,Glossy Lip Stain,Lips,San Diego,CA,17,134,8," 1,072.00 ",12/1/2024
2021,Glossy Lip Stain,Lips,Boston,MA,8,44,8, 352.00 ,9/1/2021
2024,Radiant Concealer,Face,Chicago,IL,13,71,30," 2,130.00 ",6/1/2024
2021,Glossy Lip Stain,Lips,Los Angeles,CA,11,114,8, 912.00 ,5/1/2021
2022,Cream Blush,Face,Washington D.C.,DC,5,48,25," 1,200.00 ",12/1/2022
2021,Flawless Foundation,Face,Miami,FL,10,143,40," 5,720.00 ",5/1/2021
2024,Precision Eyeliner,Eyes,Las Vegas,NV,9,147,10," 1,470.00 ",8/1/2024
2021,Lip Liner Cream Pencil,Lips,San Diego,CA,19,97,10, 970.00 ,12/1/2021
2023,Velvet Eyeshadow Palette,Eyes,Atlanta,GA,7,43,20, 860.00 ,11/1/2023
2024,Glossy Lip Stain,Lips,Washington D.C.,DC,3,110,8, 880.00 ,8/1/2024
2021,Matte Liquid Lipstick,Lips,San Diego,CA,2,119,12," 1,428.00 ",4/1/2021
2024,Velvet Eyeshadow Palette,Eyes,Dallas,TX,19,108,20," 2,160.00 ",9/1/2024
2021,Cream Blush,Face,Phoenix,AZ,4,141,25," 3,525.00 ",8/1/2021
2023,Radiant Concealer,Face,Detroit,MI,1,118,30," 3,540.00 ",4/1/2023
2023,Flawless Foundation,Face,Washington D.C.,DC,4,90,40," 3,600.00 ",4/1/2023
2024,Lip Liner Cream Pencil,Lips,Dallas,TX,7,198,10," 1,980.00 ",2/1/2024
2022,Velvet Eyeshadow Palette,Eyes,Phoenix,AZ,16,161,20," 3,220.00 ",11/1/2022
2023,Matte Liquid Lipstick,Lips,Houston,TX,13,132,12," 1,584.00 ",2/1/2023
2022,Lip Liner Cream Pencil,Lips,Houston,TX,17,165,10," 1,650.00 ",11/1/2022
2024,Illuminating Highlighter,Face,Las Vegas,NV,3,134,25," 3,350.00 ",4/1/2024
2021,Illuminating Highlighter,Face,Houston,TX,7,44,25," 1,100.00 ",8/1/2021
2023,Illuminating Highlighter,Face,Houston,TX,4,66,25," 1,650.00 ",5/1/2023
2022,Illuminating Highlighter,Face,Boston,MA,6,74,25," 1,850.00 ",5/1/2022
2021,Luxe Mascara,Eyes,Atlanta,GA,8,134,15," 2,010.00 ",6/1/2021
2022,Radiant Concealer,Face,Miami,FL,15,171,30," 5,130.00 ",1/1/2022
2023,Luxe Mascara,Eyes,Los Angeles,CA,18,92,15," 1,380.00 ",10/1/2023
2021,Lip Liner Cream Pencil,Lips,New York,NY,1,121,10," 1,210.00 ",4/1/2021
2022,Glossy Lip Stain,Lips,Los Angeles,CA,1,134,8," 1,072.00 ",7/1/2022
2021,Illuminating Highlighter,Face,Atlanta,GA,3,137,25," 3,425.00 ",8/1/2021
2024,Glossy Lip Stain,Lips,Dallas,TX,17,190,8," 1,520.00 ",9/1/2024
2021,Cream Blush,Face,Washington D.C.,DC,9,40,25," 1,000.00 ",4/1/2021
2021,Matte Liquid Lipstick,Lips,Boston,MA,2,66,12, 792.00 ,10/1/2021
2021,Illuminating Highlighter,Face,Chicago,IL,4,94,25," 2,350.00 ",11/1/2021
2021,Precision Eyeliner,Eyes,Miami,FL,18,123,10," 1,230.00 ",9/1/2021
2022,Matte Liquid Lipstick,Lips,Boston,MA,7,63,12, 756.00 ,6/1/2022
2024,Cream Blush,Face,Washington D.C.,DC,7,180,25," 4,500.00 ",10/1/2024
2021,Precision Eyeliner,Eyes,Boston,MA,15,88,10, 880.00 ,12/1/2021
2022,Velvet Eyeshadow Palette,Eyes,Philadelphia,PA,6,48,20, 960.00 ,5/1/2022
2024,Luxe Mascara,Eyes,Phoenix,AZ,15,69,15," 1,035.00 ",7/1/2024
2023,Matte Liquid Lipstick,Lips,Chicago,IL,15,161,12," 1,932.00 ",2/1/2023
2021,Glossy Lip Stain,Lips,Philadelphia,PA,15,103,8, 824.00 ,6/1/2021
2024,Velvet Eyeshadow Palette,Eyes,Phoenix,AZ,7,158,20," 3,160.00 ",9/1/2024
2021,Flawless Foundation,Face,Atlanta,GA,4,185,40," 7,400.00 ",7/1/2021
2023,Illuminating Highlighter,Face,New York,NY,6,75,25," 1,875.00 ",12/1/2023
2021,Radiant Concealer,Face,Los Angeles,CA,19,151,30," 4,530.00 ",10/1/2021
2023,Matte Liquid Lipstick,Lips,San Francisco,CA,8,120,12," 1,440.00 ",6/1/2023
2021,Lip Liner Cream Pencil,Lips,Phoenix,AZ,14,87,10, 870.00 ,12/1/2021
2023,Glossy Lip Stain,Lips,Detroit,MI,8,47,8, 376.00 ,11/1/2023
2023,Velvet Eyeshadow Palette,Eyes,Miami,FL,13,40,20, 800.00 ,1/1/2023
2022,Glossy Lip Stain,Lips,Los Angeles,CA,11,162,8," 1,296.00 ",10/1/2022
2023,Illuminating Highlighter,Face,Las Vegas,NV,15,146,25," 3,650.00 ",2/1/2023
2022,Matte Liquid Lipstick,Lips,Houston,TX,13,125,12," 1,500.00 ",9/1/2022
2024,Glossy Lip Stain,Lips,Washington D.C.,DC,1,92,8, 736.00 ,6/1/2024
2024,Matte Liquid Lipstick,Lips,Detroit,MI,13,115,12," 1,380.00 ",4/1/2024
2023,Matte Liquid Lipstick,Lips,Boston,MA,2,77,12, 924.00 ,3/1/2023
2024,Illuminating Highlighter,Face,New York,NY,2,83,25," 2,075.00 ",2/1/2024
2021,Precision Eyeliner,Eyes,Miami,FL,14,46,10, 460.00 ,8/1/2021
2023,Precision Eyeliner,Eyes,New York,NY,12,107,10," 1,070.00 ",5/1/2023
2021,Flawless Foundation,Face,San Francisco,CA,3,48,40," 1,920.00 ",8/1/2021
2024,Velvet Eyeshadow Palette,Eyes,Atlanta,GA,3,181,20," 3,620.00 ",4/1/2024
2022,Radiant Concealer,Face,Atlanta,GA,5,79,30," 2,370.00 ",4/1/2022
2021,Cream Blush,Face,Washington D.C.,DC,18,156,25," 3,900.00 ",5/1/2021
2021,Luxe Mascara,Eyes,Detroit,MI,17,112,15," 1,680.00 ",7/1/2021
2024,Velvet Eyeshadow Palette,Eyes,Houston,TX,5,97,20," 1,940.00 ",1/1/2024
2022,Flawless Foundation,Face,Philadelphia,PA,17,71,40," 2,840.00 ",2/1/2022
2023,Luxe Mascara,Eyes,Las Vegas,NV,17,87,15," 1,305.00 ",2/1/2023
2023,Luxe Mascara,Eyes,Boston,MA,8,61,15, 915.00 ,9/1/2023
2024,Lip Liner Cream Pencil,Lips,Miami,FL,19,69,10, 690.00 ,3/1/2024
2022,Cream Blush,Face,Philadelphia,PA,15,43,25," 1,075.00 ",7/1/2022
2022,Glossy Lip Stain,Lips,Philadelphia,PA,18,192,8," 1,536.00 ",11/1/2022
2024,Luxe Mascara,Eyes,Las Vegas,NV,7,157,15," 2,355.00 ",2/1/2024
2024,Velvet Eyeshadow Palette,Eyes,Los Angeles,CA,3,69,20," 1,380.00 ",10/1/2024
2022,Precision Eyeliner,Eyes,Dallas,TX,1,43,10, 430.00 ,1/1/2022
2023,Precision Eyeliner,Eyes,Phoenix,AZ,6,145,10," 1,450.00 ",1/1/2023
2022,Velvet Eyeshadow Palette,Eyes,San Diego,CA,14,94,20," 1,880.00 ",9/1/2022
2023,Matte Liquid Lipstick,Lips,Philadelphia,PA,17,169,12," 2,028.00 ",8/1/2023
2024,Velvet Eyeshadow Palette,Eyes,Phoenix,AZ,1,196,20," 3,920.00 ",4/1/2024
2024,Glossy Lip Stain,Lips,New York,NY,9,194,8," 1,552.00 ",8/1/2024
2024,Illuminating Highlighter,Face,Las Vegas,NV,2,137,25," 3,425.00 ",5/1/2024
2023,Cream Blush,Face,Dallas,TX,7,87,25," 2,175.00 ",5/1/2023
2024,Velvet Eyeshadow Palette,Eyes,Las Vegas,NV,11,113,20," 2,260.00 ",11/1/2024
2023,Lip Liner Cream Pencil,Lips,San Diego,CA,3,150,10," 1,500.00 ",9/1/2023
2021,Radiant Concealer,Face,Washington D.C.,DC,11,47,30," 1,410.00 ",8/1/2021
2024,Glossy Lip Stain,Lips,Dallas,TX,3,164,8," 1,312.00 ",5/1/2024
2023,Illuminating Highlighter,Face,Chicago,IL,14,185,25," 4,625.00 ",11/1/2023
2023,Velvet Eyeshadow Palette,Eyes,Las Vegas,NV,10,62,20," 1,240.00 ",8/1/2023
2024,Flawless Foundation,Face,Houston,TX,18,106,40," 4,240.00 ",4/1/2024
2024,Precision Eyeliner,Eyes,Atlanta,GA,15,45,10, 450.00 ,8/1/2024
2023,Glossy Lip Stain,Lips,San Francisco,CA,11,58,8, 464.00 ,5/1/2023
2023,Glossy Lip Stain,Lips,New York,NY,3,135,8," 1,080.00 ",5/1/2023
2024,Illuminating Highlighter,Face,Las Vegas,NV,10,119,25," 2,975.00 ",4/1/2024
2021,Cream Blush,Face,Detroit,MI,10,176,25," 4,400.00 ",1/1/2021
2021,Glossy Lip Stain,Lips,Houston,TX,15,110,8, 880.00 ,2/1/2021
2022,Luxe Mascara,Eyes,San Diego,CA,12,159,15," 2,385.00 ",7/1/2022
2024,Velvet Eyeshadow Palette,Eyes,Philadelphia,PA,19,70,20," 1,400.00 ",3/1/2024
2024,Precision Eyeliner,Eyes,San Francisco,CA,5,71,10, 710.00 ,3/1/2024
2021,Precision Eyeliner,Eyes,Miami,FL,19,99,10, 990.00 ,10/1/2021
2022,Luxe Mascara,Eyes,Los Angeles,CA,12,148,15," 2,220.00 ",12/1/2022
2021,Velvet Eyeshadow Palette,Eyes,Atlanta,GA,9,155,20," 3,100.00 ",4/1/2021
2022,Radiant Concealer,Face,Washington D.C.,DC,5,113,30," 3,390.00 ",2/1/2022
2021,Illuminating Highlighter,Face,Phoenix,AZ,14,151,25," 3,775.00 ",6/1/2021
2024,Glossy Lip Stain,Lips,New York,NY,2,155,8," 1,240.00 ",8/1/2024
2023,Radiant Concealer,Face,Atlanta,GA,3,66,30," 1,980.00 ",8/1/2023
2023,Matte Liquid Lipstick,Lips,San Diego,CA,9,191,12," 2,292.00 ",5/1/2023
2023,Radiant Concealer,Face,Las Vegas,NV,9,74,30," 2,220.00 ",9/1/2023
2023,Lip Liner Cream Pencil,Lips,Miami,FL,10,42,10, 420.00 ,6/1/2023
2024,Luxe Mascara,Eyes,Phoenix,AZ,17,184,15," 2,760.00 ",2/1/2024
2024,Glossy Lip Stain,Lips,Dallas,TX,11,46,8, 368.00 ,4/1/2024
2023,Matte Liquid Lipstick,Lips,San Diego,CA,9,189,12," 2,268.00 ",10/1/2023
2024,Luxe Mascara,Eyes,Miami,FL,19,152,15," 2,280.00 ",7/1/2024
2024,Precision Eyeliner,Eyes,Dallas,TX,5,179,10," 1,790.00 ",9/1/2024
2022,Precision Eyeliner,Eyes,Las Vegas,NV,12,152,10," 1,520.00 ",3/1/2022
2021,Glossy Lip Stain,Lips,Las Vegas,NV,3,124,8, 992.00 ,1/1/2021
2023,Cream Blush,Face,Atlanta,GA,11,129,25," 3,225.00 ",7/1/2023
2024,Luxe Mascara,Eyes,Houston,TX,12,177,15," 2,655.00 ",1/1/2024
2022,Glossy Lip Stain,Lips,Boston,MA,9,129,8," 1,032.00 ",12/1/2022
2024,Matte Liquid Lipstick,Lips,Miami,FL,9,165,12," 1,980.00 ",9/1/2024
2024,Lip Liner Cream Pencil,Lips,Phoenix,AZ,17,50,10, 500.00 ,1/1/2024
2022,Radiant Concealer,Face,Washington D.C.,DC,8,100,30," 3,000.00 ",8/1/2022
2022,Glossy Lip Stain,Lips,Philadelphia,PA,4,62,8, 496.00 ,8/1/2022
2023,Illuminating Highlighter,Face,Las Vegas,NV,8,132,25," 3,300.00 ",2/1/2023
2023,Luxe Mascara,Eyes,New York,NY,8,181,15," 2,715.00 ",3/1/2023
2022,Flawless Foundation,Face,San Diego,CA,12,65,40," 2,600.00 ",10/1/2022
2023,Glossy Lip Stain,Lips,Boston,MA,11,103,8, 824.00 ,8/1/2023
2021,Velvet Eyeshadow Palette,Eyes,Philadelphia,PA,14,79,20," 1,580.00 ",9/1/2021
2021,Precision Eyeliner,Eyes,San Diego,CA,18,106,10," 1,060.00 ",9/1/2021
2024,Glossy Lip Stain,Lips,Phoenix,AZ,7,43,8, 344.00 ,4/1/2024
2021,Cream Blush,Face,Boston,MA,14,173,25," 4,325.00 ",5/1/2021
2024,Flawless Foundation,Face,Dallas,TX,15,143,40," 5,720.00 ",7/1/2024
2021,Flawless Foundation,Face,New York,NY,4,191,40," 7,640.00 ",10/1/2021
2023,Velvet Eyeshadow Palette,Eyes,Chicago,IL,14,154,20," 3,080.00 ",2/1/2023
2024,Illuminating Highlighter,Face,Las Vegas,NV,17,118,25," 2,950.00 ",8/1/2024
2022,Flawless Foundation,Face,San Diego,CA,8,67,40," 2,680.00 ",1/1/2022
2023,Lip Liner Cream Pencil,Lips,Washington D.C.,DC,13,103,10," 1,030.00 ",9/1/2023
2023,Radiant Concealer,Face,Detroit,MI,16,131,30," 3,930.00 ",12/1/2023
2023,Cream Blush,Face,Atlanta,GA,10,191,25," 4,775.00 ",9/1/2023
2023,Luxe Mascara,Eyes,Philadelphia,PA,5,96,15," 1,440.00 ",5/1/2023
2024,Matte Liquid Lipstick,Lips,Atlanta,GA,2,196,12," 2,352.00 ",8/1/2024
2021,Luxe Mascara,Eyes,San Diego,CA,8,119,15," 1,785.00 ",7/1/2021
2021,Luxe Mascara,Eyes,Chicago,IL,10,155,15," 2,325.00 ",7/1/2021
2022,Precision Eyeliner,Eyes,Detroit,MI,16,149,10," 1,490.00 ",4/1/2022
2021,Luxe Mascara,Eyes,Philadelphia,PA,12,126,15," 1,890.00 ",5/1/2021
2024,Flawless Foundation,Face,Miami,FL,1,129,40," 5,160.00 ",2/1/2024
2022,Cream Blush,Face,Detroit,MI,4,139,25," 3,475.00 ",5/1/2022
2023,Matte Liquid Lipstick,Lips,Washington D.C.,DC,17,134,12," 1,608.00 ",4/1/2023
2021,Luxe Mascara,Eyes,Miami,FL,12,98,15," 1,470.00 ",1/1/2021
2024,Glossy Lip Stain,Lips,New York,NY,4,167,8," 1,336.00 ",3/1/2024
2022,Glossy Lip Stain,Lips,Philadelphia,PA,11,127,8," 1,016.00 ",3/1/2022
2023,Luxe Mascara,Eyes,New York,NY,10,110,15," 1,650.00 ",1/1/2023
2021,Precision Eyeliner,Eyes,San Francisco,CA,10,172,10," 1,720.00 ",1/1/2021
2024,Lip Liner Cream Pencil,Lips,New York,NY,8,138,10," 1,380.00 ",5/1/2024
2022,Velvet Eyeshadow Palette,Eyes,Las Vegas,NV,2,76,20," 1,520.00 ",10/1/2022
2023,Velvet Eyeshadow Palette,Eyes,Detroit,MI,2,106,20," 2,120.00 ",7/1/2023
2022,Cream Blush,Face,Detroit,MI,15,101,25," 2,525.00 ",11/1/2022
2023,Cream Blush,Face,San Francisco,CA,7,155,25," 3,875.00 ",1/1/2023
2023,Lip Liner Cream Pencil,Lips,Philadelphia,PA,19,58,10, 580.00 ,3/1/2023
2023,Illuminating Highlighter,Face,Los Angeles,CA,19,103,25," 2,575.00 ",8/1/2023
2024,Flawless Foundation,Face,New York,NY,16,133,40," 5,320.00 ",2/1/2024
2022,Luxe Mascara,Eyes,Washington D.C.,DC,11,123,15," 1,845.00 ",6/1/2022
2024,Radiant Concealer,Face,Boston,MA,4,190,30," 5,700.00 ",10/1/2024
2022,Matte Liquid Lipstick,Lips,Philadelphia,PA,10,128,12," 1,536.00 ",6/1/2022
2024,Lip Liner Cream Pencil,Lips,Las Vegas,NV,14,111,10," 1,110.00 ",8/1/2024
2023,Matte Liquid Lipstick,Lips,Las Vegas,NV,8,73,12, 876.00 ,6/1/2023
2023,Illuminating Highlighter,Face,Los Angeles,CA,10,63,25," 1,575.00 ",8/1/2023
2022,Precision Eyeliner,Eyes,Las Vegas,NV,2,198,10," 1,980.00 ",5/1/2022
2021,Lip Liner Cream Pencil,Lips,Los Angeles,CA,10,135,10," 1,350.00 ",6/1/2021
2022,Lip Liner Cream Pencil,Lips,Philadelphia,PA,11,144,10," 1,440.00 ",10/1/2022
2021,Radiant Concealer,Face,Phoenix,AZ,19,41,30," 1,230.00 ",6/1/2021
2024,Radiant Concealer,Face,Chicago,IL,1,59,30," 1,770.00 ",4/1/2024
2022,Flawless Foundation,Face,Washington D.C.,DC,6,67,40," 2,680.00 ",10/1/2022
2023,Illuminating Highlighter,Face,Houston,TX,12,64,25," 1,600.00 ",1/1/2023
2024,Flawless Foundation,Face,Philadelphia,PA,17,165,40," 6,600.00 ",7/1/2024
2022,Glossy Lip Stain,Lips,Washington D.C.,DC,7,160,8," 1,280.00 ",6/1/2022
2023,Radiant Concealer,Face,Dallas,TX,4,43,30," 1,290.00 ",12/1/2023
2023,Lip Liner Cream Pencil,Lips,Philadelphia,PA,9,130,10," 1,300.00 ",10/1/2023
2022,Precision Eyeliner,Eyes,San Diego,CA,8,114,10," 1,140.00 ",8/1/2022
2021,Illuminating Highlighter,Face,Miami,FL,9,163,25," 4,075.00 ",7/1/2021
2024,Flawless Foundation,Face,San Diego,CA,10,73,40," 2,920.00 ",4/1/2024
2022,Radiant Concealer,Face,Miami,FL,19,106,30," 3,180.00 ",8/1/2022
2021,Velvet Eyeshadow Palette,Eyes,Las Vegas,NV,2,172,20," 3,440.00 ",10/1/2021
2023,Matte Liquid Lipstick,Lips,Dallas,TX,16,151,12," 1,812.00 ",4/1/2023
2024,Illuminating Highlighter,Face,Las Vegas,NV,2,80,25," 2,000.00 ",10/1/2024
2024,Matte Liquid Lipstick,Lips,Dallas,TX,16,61,12, 732.00 ,9/1/2024
2022,Lip Liner Cream Pencil,Lips,Phoenix,AZ,6,172,10," 1,720.00 ",9/1/2022
2024,Radiant Concealer,Face,Chicago,IL,14,122,30," 3,660.00 ",4/1/2024
2022,Lip Liner Cream Pencil,Lips,Boston,MA,4,43,10, 430.00 ,5/1/2022
2024,Flawless Foundation,Face,Atlanta,GA,6,58,40," 2,320.00 ",5/1/2024
2023,Velvet Eyeshadow Palette,Eyes,Houston,TX,2,117,20," 2,340.00 ",3/1/2023
2023,Luxe Mascara,Eyes,Phoenix,AZ,18,46,15, 690.00 ,1/1/2023
2024,Lip Liner Cream Pencil,Lips,San Francisco,CA,17,136,10," 1,360.00 ",6/1/2024
2024,Cream Blush,Face,Chicago,IL,5,137,25," 3,425.00 ",2/1/2024
2021,Flawless Foundation,Face,Detroit,MI,16,190,40," 7,600.00 ",1/1/2021
2021,Precision Eyeliner,Eyes,Miami,FL,1,174,10," 1,740.00 ",12/1/2021
2023,Precision Eyeliner,Eyes,Detroit,MI,16,145,10," 1,450.00 ",2/1/2023
2023,Luxe Mascara,Eyes,Los Angeles,CA,13,199,15," 2,985.00 ",6/1/2023
2021,Matte Liquid Lipstick,Lips,San Francisco,CA,19,143,12," 1,716.00 ",12/1/2021
2023,Illuminating Highlighter,Face,Houston,TX,5,122,25," 3,050.00 ",3/1/2023
2021,Precision Eyeliner,Eyes,Chicago,IL,10,104,10," 1,040.00 ",8/1/2021
2021,Flawless Foundation,Face,New York,NY,17,85,40," 3,400.00 ",12/1/2021
2024,Matte Liquid Lipstick,Lips,Los Angeles,CA,8,196,12," 2,352.00 ",7/1/2024
2021,Glossy Lip Stain,Lips,Dallas,TX,19,136,8," 1,088.00 ",11/1/2021
2023,Glossy Lip Stain,Lips,Los Angeles,CA,11,61,8, 488.00 ,6/1/2023
2022,Lip Liner Cream Pencil,Lips,Atlanta,GA,14,75,10, 750.00 ,9/1/2022
2022,Flawless Foundation,Face,Detroit,MI,1,69,40," 2,760.00 ",7/1/2022
2023,Velvet Eyeshadow Palette,Eyes,Las Vegas,NV,7,70,20," 1,400.00 ",8/1/2023
2021,Lip Liner Cream Pencil,Lips,San Francisco,CA,18,168,10," 1,680.00 ",2/1/2021
2024,Velvet Eyeshadow Palette,Eyes,Houston,TX,14,106,20," 2,120.00 ",12/1/2024
2022,Matte Liquid Lipstick,Lips,New York,NY,2,42,12, 504.00 ,11/1/2022
2024,Radiant Concealer,Face,Miami,FL,11,141,30," 4,230.00 ",10/1/2024
2021,Radiant Concealer,Face,Washington D.C.,DC,14,156,30," 4,680.00 ",4/1/2021
2022,Glossy Lip Stain,Lips,Miami,FL,14,101,8, 808.00 ,6/1/2022
2023,Matte Liquid Lipstick,Lips,Los Angeles,CA,4,178,12," 2,136.00 ",7/1/2023
2021,Illuminating Highlighter,Face,Philadelphia,PA,18,177,25," 4,425.00 ",6/1/2021
2022,Precision Eyeliner,Eyes,San Diego,CA,14,69,10, 690.00 ,10/1/2022
2023,Lip Liner Cream Pencil,Lips,Washington D.C.,DC,1,65,10, 650.00 ,11/1/2023
2022,Lip Liner Cream Pencil,Lips,San Diego,CA,9,185,10," 1,850.00 ",3/1/2022
2022,Glossy Lip Stain,Lips,Detroit,MI,3,89,8, 712.00 ,6/1/2022
2023,Lip Liner Cream Pencil,Lips,San Francisco,CA,14,65,10, 650.00 ,7/1/2023
2021,Velvet Eyeshadow Palette,Eyes,Las Vegas,NV,1,93,20," 1,860.00 ",11/1/2021
2022,Flawless Foundation,Face,Houston,TX,2,188,40," 7,520.00 ",12/1/2022
2024,Illuminating Highlighter,Face,Boston,MA,19,126,25," 3,150.00 ",6/1/2024
2024,Illuminating Highlighter,Face,San Francisco,CA,12,68,25," 1,700.00 ",6/1/2024
2022,Glossy Lip Stain,Lips,Miami,FL,15,128,8," 1,024.00 ",11/1/2022
2021,Matte Liquid Lipstick,Lips,Los Angeles,CA,4,182,12," 2,184.00 ",11/1/2021
2023,Radiant Concealer,Face,Houston,TX,13,85,30," 2,550.00 ",8/1/2023
2023,Precision Eyeliner,Eyes,San Diego,CA,10,87,10, 870.00 ,10/1/2023
2023,Matte Liquid Lipstick,Lips,Las Vegas,NV,13,149,12," 1,788.00 ",10/1/2023
2024,Glossy Lip Stain,Lips,Detroit,MI,11,194,8," 1,552.00 ",4/1/2024
2021,Velvet Eyeshadow Palette,Eyes,Chicago,IL,18,86,20," 1,720.00 ",11/1/2021
2021,Cream Blush,Face,New York,NY,10,130,25," 3,250.00 ",8/1/2021
2023,Cream Blush,Face,Las Vegas,NV,11,43,25," 1,075.00 ",9/1/2023
2021,Lip Liner Cream Pencil,Lips,Houston,TX,13,42,10, 420.00 ,9/1/2021
2024,Precision Eyeliner,Eyes,Philadelphia,PA,8,125,10," 1,250.00 ",11/1/2024
2024,Velvet Eyeshadow Palette,Eyes,Boston,MA,13,144,20," 2,880.00 ",6/1/2024
2022,Velvet Eyeshadow Palette,Eyes,Dallas,TX,11,136,20," 2,720.00 ",6/1/2022
2021,Glossy Lip Stain,Lips,Atlanta,GA,5,100,8, 800.00 ,10/1/2021
2021,Cream Blush,Face,Los Angeles,CA,10,74,25," 1,850.00 ",4/1/2021
2022,Illuminating Highlighter,Face,Phoenix,AZ,16,163,25," 4,075.00 ",4/1/2022
2024,Luxe Mascara,Eyes,Miami,FL,7,199,15," 2,985.00 ",3/1/2024
2024,Glossy Lip Stain,Lips,Boston,MA,4,92,8, 736.00 ,4/1/2024
